gene_id,gene_symbol,gene_biotype,chr,start,end,strand,Sample1_dedup,Sample2_dedup,Sample3_dedup,Sample4_dedup,Sample5_dedup,Sample6_dedup,Sample7_dedup,Sample8_dedup,Sample9_dedup,Sample10_dedup
ENSG00000231981,Kbtbd13,processed_pseudogene,13,98949719,98950447,-,31,50,36,38,30,42,38,44,25,34
ENSG00000207298,Agtr1b,snRNA,13,99025234,99025345,+,0,1,0,0,0,7,2,2,0,0
ENSG00000293659,Naaladl1,lncRNA,13,98061887,98143962,-,34,75,55,96,43,73,76,105,19,62
ENSG00000297463,Lrtm2,lncRNA,13,98069316,98091706,+,6,7,5,20,16,21,3,1,3,4
ENSG00000152767,Agap1,protein_coding,13,98142165,98455176,+,1022,1497,1335,2393,1553,3694,1317,1733,1065,1213
ENSG00000139797,Cntn1,protein_coding,13,98175785,98177269,-,11,16,13,28,9,64,10,11,7,8
ENSG00000222969,Ep300,misc_RNA,13,98203835,98204192,-,1022,2268,1447,3420,2598,3582,1122,1428,1327,1047
ENSG00000263399,Gabrg3,miRNA,13,98208524,98208600,+,0,5,3,0,0,13,8,17,0,3
ENSG00000269189,Smyd1,lncRNA,13,98233650,98234700,+,6,7,3,22,6,14,6,5,6,6
ENSG00000297447,Commd5,lncRNA,13,98291161,98314112,-,3,7,11,16,8,15,11,13,5,6
ENSG00000269599,Pdlim1,lncRNA,13,98329655,98333236,-,2503,3531,5345,2420,2114,3979,3347,2699,1827,4211
ENSG00000231194,Nfic,lncRNA,13,98435405,98435840,-,2750,2479,2273,4240,2553,4825,1967,2619,1884,1947
ENSG00000102572,Ddx17,protein_coding,13,98445185,98577940,-,5110,10655,7500,16576,13606,19941,5030,6272,6037,5792
ENSG00000271437,Smyd3,processed_pseudogene,13,98553243,98553780,+,1030,573,655,714,498,1609,382,373,394,350
ENSG00000224418,Rab39,lncRNA,13,98577244,98578842,+,11,4,6,4,11,14,6,0,8,5
ENSG00000228889,Gm8430,lncRNA,13,99181223,99201558,-,431,177,362,330,234,489,261,303,277,333
ENSG00000234005,Phxr2,transcribed_processed_pseudogene,13,99190579,99190991,-,1,0,1,0,1,0,1,0,0,0
ENSG00000134882,Anxa13,protein_coding,13,99200758,99386504,+,39,27,70,131,118,106,59,50,67,79
ENSG00000201793,Arntl,misc_RNA,13,99205708,99206006,+,132,328,241,436,305,648,310,365,185,214
ENSG00000125245,M5C1000I18Rik,protein_coding,13,99254732,99261744,-,0,6,3,3,0,0,5,1,0,1
ENSG00000169508,Cgrrf1,protein_coding,13,99294273,99307474,-,383,241,390,368,369,721,295,292,314,375
ENSG00000207719,9130017K11Rik,miRNA,13,99356131,99356228,+,34,37,18,54,37,84,34,59,9,24
ENSG00000228808,Sugct,processed_pseudogene,13,99372173,99372686,+,38,27,48,59,35,71,35,31,32,39
ENSG00000218502,Klf2,processed_pseudogene,13,99215372,99215758,-,361,445,565,569,355,433,191,220,281,446
ENSG00000288060,Zfp78,lncRNA,13,99973135,99980034,-,13,8,5,15,10,25,5,3,6,11
ENSG00000043355,Ifng,protein_coding,13,99981784,99986765,+,3,0,12,6,3,5,4,0,7,3
ENSG00000297158,C1ra,lncRNA,13,99461024,99492302,+,847,1220,1069,1852,1127,3554,263,289,1173,774
ENSG00000280734,Fam72a,lncRNA,13,99479448,99501342,-,62,37,50,62,52,95,112,106,60,78
ENSG00000125304,Rbm3os,protein_coding,13,99446311,99564048,+,14,14,19,22,16,28,8,18,12,13
ENSG00000125246,Klk15,protein_coding,13,99606641,99909459,+,109,61,294,217,60,739,215,226,199,231
ENSG00000263615,Fev,miRNA,13,99643059,99643149,+,3,1,4,7,3,17,8,10,2,12
ENSG00000306530,Gm12830,lncRNA,13,99687090,99688855,+,0,1,0,2,0,0,0,3,0,6
ENSG00000227659,Sertad3,lncRNA,13,99690081,99690971,-,458,321,533,716,517,1293,376,375,423,466
ENSG00000234303,Zfp811,lncRNA,13,99726242,99728981,-,31,16,13,22,25,28,15,11,8,15
ENSG00000306546,Ankrd17,lncRNA,13,99729041,99729771,+,4151,3792,3314,4889,3712,6004,2384,2730,2721,2185
ENSG00000201245,Foxd2,snoRNA,13,99783857,99783983,-,106,223,70,351,20,56,130,169,55,327
ENSG00000286757,Pld5,lncRNA,13,99835243,99957818,-,41,0,9,17,12,97,8,10,34,12
ENSG00000306478,Wdr86,lncRNA,13,99940790,99950213,+,21,25,8,62,38,50,1,3,19,9
ENSG00000125247,Kcmf1,protein_coding,13,100603625,100675633,-,1802,1846,2604,2923,2064,5094,2008,2312,1889,2135
ENSG00000289594,Zfp101,lncRNA,13,100675033,100676887,+,202,263,166,366,328,411,387,434,120,165
ENSG00000237082,Ntrk2,processed_pseudogene,13,100623875,100624429,-,6,4,1,6,1,39,10,29,1,6
ENSG00000225999,9330161L09Rik,processed_pseudogene,13,100027769,100028174,-,4,5,1,6,4,6,5,6,3,4
ENSG00000274605,Tmem245,lncRNA,13,100053074,100089111,-,1072,1426,881,1761,1335,2004,712,752,712,537
ENSG00000175198,Adh7,protein_coding,13,100089015,100530437,+,4,3,1,6,1,10,5,5,5,3
ENSG00000270632,Mrfap1,processed_pseudogene,13,100198187,100198469,-,4643,5734,6133,8612,6353,11688,5413,6025,5328,6264
ENSG00000234650,Zfp93,lncRNA,13,100464440,100481215,-,170,199,154,279,211,467,106,100,176,157
ENSG00000302615,Them7,lncRNA,13,100495895,100506348,-,0,0,0,0,0,0,1,0,0,0
ENSG00000134864,Pgbd1,protein_coding,13,100528034,100589528,-,45,43,41,74,65,92,49,35,25,40
ENSG00000224356,Sec23ip,lncRNA,13,100535741,100587146,-,801,1840,1430,2449,1840,3414,1052,1216,1309,1155
ENSG00000236554,Tead1,processed_pseudogene,13,100062296,100063601,-,1551,3458,2171,4393,3183,4991,1180,1478,1860,1602
ENSG00000228501,Tns1,processed_pseudogene,13,100150481,100151092,-,653,1226,804,1916,1601,2810,427,554,666,777
ENSG00000287330,Gm9967,lncRNA,13,100338982,100364959,-,79,44,56,57,60,95,54,42,15,32
ENSG00000280169,Fat2,lncRNA,13,100537365,100539567,+,182,263,261,464,381,499,86,139,177,137
ENSG00000234354,Snupn,processed_pseudogene,13,100539901,100540248,-,225,226,254,376,260,552,211,242,233,235
ENSG00000233009,Zfp457,lncRNA,13,100708325,101081764,+,7,21,7,8,11,7,9,16,4,4
ENSG00000214051,Slc6a2,processed_pseudogene,13,100756551,100757059,-,1,1,0,0,1,4,1,8,0,9
ENSG00000301818,Gm9968,lncRNA,13,100765058,100767212,-,7,1,0,6,5,7,6,3,3,0
ENSG00000229599,Stam2,lncRNA,13,100934013,100944553,-,773,1197,1089,1521,1208,2309,822,985,920,829
ENSG00000302486,Fut9,lncRNA,13,101024338,101026505,-,200,107,209,254,175,843,511,619,273,176
ENSG00000102452,Rnf212,protein_coding,13,101053773,101416508,-,4,3,0,3,3,1,3,4,0,3
ENSG00000175820,Fbxo6,protein_coding,13,102729367,102759072,-,471,424,595,742,515,1548,390,399,435,637
ENSG00000286312,Map6,lncRNA,13,102731719,102766653,+,330,380,381,582,395,750,109,146,327,235
ENSG00000151287,Hottip,protein_coding,13,102765888,102773811,-,165,86,96,165,91,256,67,70,61,85
ENSG00000276957,Nell1,lncRNA,13,102580408,102596870,-,8,7,11,12,6,47,4,4,5,5
ENSG00000261057,H2-Q5,lncRNA,13,102589372,102589813,-,61,151,440,678,206,197,20,28,198,134
ENSG00000134900,Atp10b,protein_coding,13,102596958,102679958,+,1970,3851,2388,4343,2699,7709,2537,2908,2609,2675
ENSG00000302562,Fam136b-ps,lncRNA,13,103464531,103532984,+,0,0,0,0,0,0,1,0,0,0
ENSG00000134901,Pcdh9,protein_coding,13,102784281,102799040,-,1,4,3,7,8,8,1,0,2,0
ENSG00000134897,Nap1l5,protein_coding,13,102799110,102841748,+,4,3,4,9,8,7,4,6,1,13
ENSG00000270181,Maf,protein_coding,13,102799110,102875994,+,1377,886,708,1076,957,1644,177,179,788,588
ENSG00000305730,Srsf11,lncRNA,13,102839524,102846569,-,6644,3949,4745,5920,4818,7399,4378,4417,3412,3999
ENSG00000134899,Cd47,protein_coding,13,102845831,102875995,+,5432,4376,5088,6427,3477,8430,2522,2518,4393,4246
ENSG00000198542,Gm7353,protein_coding,13,101452593,101720856,+,31,137,125,191,150,277,85,146,104,91
ENSG00000102466,Alk,protein_coding,13,101710804,102402457,-,3,0,3,1,1,26,12,19,1,0
ENSG00000276012,Zfp458,lncRNA,13,101717564,101723106,+,31,43,29,82,59,106,49,51,46,25
ENSG00000201155,Soga1,snRNA,13,101778884,101779048,-,104,270,141,535,452,530,71,137,187,72
ENSG00000215399,Ano5,processed_pseudogene,13,101801878,101802488,+,19,27,14,39,42,95,14,15,16,15
ENSG00000265164,Pprc1,miRNA,13,101967642,101967746,-,772,1650,1220,2555,1574,3217,1501,1958,993,1190
ENSG00000229975,Epm2a,processed_pseudogene,13,102002125,102003310,+,58,40,43,50,42,112,47,33,27,30
ENSG00000201690,Gm14168,misc_RNA,13,102016953,102017069,-,6,9,8,7,6,14,10,12,6,4
ENSG00000264482,Gm9974,miRNA,13,102045934,102046004,-,3,5,5,6,5,3,1,0,1,0
ENSG00000236860,Gucy2g,processed_pseudogene,13,102263046,102263202,-,5,4,5,3,4,12,4,4,0,4
ENSG00000243319,Cpsf6,lncRNA,13,102292327,102394519,-,1618,2257,2091,3420,2888,4405,2213,2404,1833,1674
ENSG00000279702,Zcchc24,TEC,13,102299790,102300272,-,483,700,409,1103,902,1949,173,234,587,421
ENSG00000234445,Epha6,lncRNA,13,102367468,102373749,+,0,0,1,0,0,4,4,4,0,0
ENSG00000272143,Lair1,lncRNA,13,102394578,102395707,+,230,173,86,407,234,363,64,43,214,165
ENSG00000303813,Timd4,lncRNA,13,106456758,106479131,-,7,7,25,18,1,17,7,8,8,6
ENSG00000303827,Kxd1,lncRNA,13,106469103,106473796,+,641,413,699,871,629,1774,770,775,616,656
ENSG00000303843,Zfp459,lncRNA,13,106472593,106473333,-,55,58,57,75,58,106,53,56,46,48
ENSG00000303331,Spink5,lncRNA,13,106484592,106489991,+,9,5,1,5,3,3,8,3,1,4
ENSG00000125266,Unc80,protein_coding,13,106489745,106535662,-,2,4,0,4,2,10,6,3,3,1
ENSG00000284966,Cdca7,lncRNA,13,106491147,106521630,+,1069,1457,1755,2793,1127,7097,3932,4509,1677,2452
ENSG00000274204,B4galnt4,lncRNA,13,106506046,106506713,-,621,903,1001,1913,1338,2467,785,1005,820,1057
ENSG00000134884,Hmcn2,protein_coding,13,106541673,106568161,-,54,49,49,108,74,152,47,45,35,117
ENSG00000272274,Zfp580,lncRNA,13,106567330,106716679,+,142,96,154,149,142,163,93,120,100,92
ENSG00000299254,Dach1,lncRNA,13,106568322,106619371,-,809,1375,725,1788,1955,1384,257,316,768,332
ENSG00000227590,Klhl25,transcribed_processed_pseudogene,13,106663437,106663847,+,204,429,247,575,390,1042,292,296,336,355
ENSG00000299266,Gpc3,lncRNA,13,106671109,106676334,-,26,33,20,33,9,50,26,30,21,40
ENSG00000304981,Mettl4,lncRNA,13,106681357,106682536,+,334,487,325,699,485,1029,365,372,299,299
ENSG00000286343,Zzef1,lncRNA,13,107868687,107933503,+,500,1044,684,1411,1060,1682,838,1045,575,557
ENSG00000274718,Kbtbd11,lncRNA,13,107870383,107873372,+,186,543,176,379,315,381,119,185,120,163
ENSG00000174405,Gm5069,protein_coding,13,108207439,108218368,-,44,41,19,52,45,118,13,17,23,24
ENSG00000139826,Cope,protein_coding,13,108218167,108234243,+,3314,2279,3681,4223,2602,7517,3274,3322,2572,3806
ENSG00000303952,Gja6,lncRNA,13,109235715,109268996,-,0,3,1,8,16,25,3,1,6,1
ENSG00000223617,Tmem191c,lncRNA,13,109265416,109307831,+,153,148,203,212,151,219,166,166,110,134
ENSG00000201847,Klhl26,snoRNA,13,107320895,107320963,-,276,490,451,789,579,1095,333,337,316,407
ENSG00000221650,Slain1,miRNA,13,107531171,107531248,-,391,337,399,723,452,985,364,412,418,417
ENSG00000227248,Ubl7,lncRNA,13,107788342,107835451,-,1305,1174,1401,1642,1131,2953,793,874,963,1111
ENSG00000301677,Rras2,lncRNA,13,107834593,107838387,+,1417,1569,1629,1983,1355,3141,1464,1481,1403,1577
ENSG00000204442,Paqr3,protein_coding,13,107163510,107867496,-,11,41,19,71,50,75,12,22,16,13
ENSG00000276740,Ces2a,lncRNA,13,107465984,107466674,-,57,111,101,254,294,108,138,140,71,382
ENSG00000308820,Nap1l3,lncRNA,13,109737670,109747139,+,10,10,12,21,10,22,7,9,4,7
ENSG00000300524,Ghr,lncRNA,13,109785652,109788218,+,481,528,466,805,602,1219,351,404,441,392
ENSG00000275741,Rtl6,lncRNA,13,109785831,109808252,+,259,345,270,620,454,729,69,96,248,214
ENSG00000300543,Gsdmc4,lncRNA,13,109788726,109789589,-,514,1454,617,1823,56,290,2490,2806,229,2306
ENSG00000275248,Gemin6,lncRNA,13,109805317,109805868,+,284,179,220,368,207,631,409,410,191,284
ENSG00000185950,Eef1d,protein_coding,13,109752695,109786583,-,4756,3265,5023,5629,3720,10843,4859,5020,3864,5491
ENSG00000041515,Rybp-ps,protein_coding,13,108596152,109208005,+,1,9,3,7,5,7,3,3,5,3
ENSG00000229938,Gm7936,lncRNA,13,109101261,109101919,-,4,2,1,7,2,5,8,0,2,3
ENSG00000306568,Abcd2,lncRNA,13,109139557,109140998,-,7,26,9,38,33,50,1,4,28,7
ENSG00000236242,Gm5160,lncRNA,13,109163902,109201483,-,15,11,20,22,19,9,14,19,13,15
ENSG00000275830,Tcf7l1,lncRNA,13,109978140,110129136,-,447,293,355,445,253,528,347,381,232,459
ENSG00000274331,Fmnl1,lncRNA,13,109984858,109986565,-,266,607,483,1393,465,1347,105,142,435,473
ENSG00000305305,Dnaaf3,lncRNA,13,110000419,110001936,+,78,195,101,232,114,200,112,129,81,81
ENSG00000231428,Mta3,lncRNA,13,110053285,110054952,+,880,1171,1295,1589,1126,2946,1056,1135,960,1138
ENSG00000295795,A230083G16Rik,lncRNA,13,110094425,110100755,+,40,44,17,64,60,37,37,45,14,20
ENSG00000265885,Gsdmc3,misc_RNA,13,110097851,110098151,-,50,68,25,240,1,37,653,707,19,482
ENSG00000279965,1700034H15Rik,lncRNA,13,110123208,110125235,+,10,11,8,13,30,29,14,30,4,8
ENSG00000307392,Zfp1,lncRNA,13,109453107,109471358,+,250,254,336,402,246,683,434,489,264,296
ENSG00000285534,Elob,lncRNA,13,109478739,109732157,-,5417,2072,3979,3511,2393,7037,3219,2903,3063,4231
ENSG00000298024,Rnf181,lncRNA,13,109509835,109510514,+,1625,1624,1730,2328,1846,3992,1338,1476,1305,1706
ENSG00000295255,Izumo4,lncRNA,13,109581324,109585775,-,333,273,298,544,380,537,316,308,212,288
ENSG00000296995,Tafa3,lncRNA,13,109590292,109598887,+,9,25,6,24,13,50,11,10,6,18
ENSG00000309005,Per2,lncRNA,13,109605265,109606755,-,61,166,222,433,260,635,374,457,133,149
ENSG00000294610,Fancm,lncRNA,13,109666986,109668148,-,128,243,140,420,334,337,207,272,128,119
ENSG00000301741,Ppp4r1l-ps,lncRNA,13,109685178,109685970,+,1780,905,1255,1214,1141,1234,986,1021,638,668
ENSG00000295202,Tmem69,lncRNA,13,109707282,109708409,+,104,190,168,283,247,466,266,353,197,150
ENSG00000234854,Tmem150a,lncRNA,13,109728282,109730319,+,78,106,119,176,111,268,77,50,76,78
ENSG00000289901,Zfp277,lncRNA,13,109424123,109424341,-,572,412,667,706,520,1220,607,633,458,606
ENSG00000139832,Aasdh,protein_coding,13,110523066,110562127,-,176,251,162,429,323,609,226,263,165,154
ENSG00000213995,Gm14137,protein_coding,13,110615512,110639996,+,273,521,449,544,458,831,179,167,337,268
ENSG00000275880,Fto,lncRNA,13,110613082,110616353,-,1335,1721,1532,2774,1715,4016,1119,1360,1363,1285
ENSG00000225239,Emc7,processed_pseudogene,13,110762674,110763133,-,1390,1028,1586,1757,1376,3332,1507,1615,1151,1423
ENSG00000255874,Prr18,lncRNA,13,110863987,110870476,-,543,721,832,1258,1050,1508,706,771,808,708
ENSG00000227105,Triqk,processed_pseudogene,13,110936759,110939784,+,34,23,34,70,34,105,35,47,44,59
ENSG00000134905,Cldn23,protein_coding,13,110641411,110713603,-,566,681,833,1072,698,996,450,502,627,649
ENSG00000153487,Fut2,protein_coding,13,110712736,110723339,+,1845,3070,2196,3461,2785,4371,2054,2356,1648,2377
ENSG00000298468,Irs1,lncRNA,13,110715146,110715353,-,14,165,34,314,213,167,37,80,74,31
ENSG00000187498,Zkscan5,protein_coding,13,110148963,110307202,-,286,315,257,452,334,695,294,324,252,246
ENSG00000279237,Nod2,TEC,13,110265251,110266113,-,81,181,160,279,115,489,52,83,175,242
ENSG00000295764,9330182L06Rik,lncRNA,13,110271644,110273644,+,10,16,9,27,24,18,10,13,7,7
ENSG00000134871,A430033K04Rik,protein_coding,13,110305812,110513209,+,180,164,160,265,222,298,145,164,141,125
ENSG00000296215,Zfp709,lncRNA,13,110312415,110314146,-,103,132,164,280,243,392,118,145,174,108
ENSG00000276765,Clca3a1,miRNA,13,110340958,110341029,+,21,167,57,152,66,81,42,40,36,77
ENSG00000310266,9330154J02Rik,lncRNA,13,110435805,110437031,-,20,14,13,18,14,17,11,11,12,12
ENSG00000224821,BC018473,lncRNA,13,110456396,110463287,-,3,3,0,4,0,1,7,4,0,0
ENSG00000289010,Cyp3a11,lncRNA,13,110494472,110521235,-,1,1,1,0,0,0,7,1,0,0
ENSG00000232814,Rgs9bp,lncRNA,13,110502575,110508179,-,5,18,5,14,16,20,5,5,7,7
ENSG00000303247,Mia3,lncRNA,13,110521061,110521773,+,1108,2342,1421,3160,2302,3991,1325,1628,1258,1365
ENSG00000290807,S100a8,lncRNA,13,110945328,110981178,-,879,768,831,1454,457,1748,215,187,1414,1813
ENSG00000302275,Sag,lncRNA,13,110946096,110949025,+,35,12,30,34,23,40,23,14,12,12
ENSG00000275989,Gata5os,transcribed_unprocessed_pseudogene,13,110952722,110971603,-,12,8,23,30,10,145,25,35,15,22
ENSG00000290808,Otulinl,lncRNA,13,110965596,110991075,+,331,338,240,775,504,1200,72,76,427,291
ENSG00000225760,S100a9,transcribed_unprocessed_pseudogene,13,110989980,110990138,+,1159,929,990,1681,558,2324,276,272,1843,2111
ENSG00000088448,Grik2,protein_coding,13,110878540,110915071,-,1,0,1,0,0,0,1,1,0,3
ENSG00000301617,Eif3b,lncRNA,13,110915199,110925073,+,4320,9369,7438,11690,8222,16512,9086,11591,6700,6707
ENSG00000277767,St3gal5,lncRNA,13,110915284,110917827,+,28,42,28,81,57,85,13,19,31,27
ENSG00000229152,H2-T22,lncRNA,13,110894639,110899172,-,645,785,1238,2089,935,2317,436,506,1234,927
ENSG00000225870,Fez2,lncRNA,13,111095814,111103097,+,349,575,517,652,533,1319,449,480,410,479
ENSG00000235875,B4galt6,lncRNA,13,111096369,111115805,-,2814,3317,2726,4199,3733,6261,2046,2275,2419,2566
ENSG00000102606,Ticam2,protein_coding,13,111114559,111305737,+,97,121,113,196,128,178,49,72,87,79
ENSG00000233644,Pgm3,lncRNA,13,111122652,111144264,+,190,582,443,762,579,1355,561,569,388,461
ENSG00000227352,Unc93a2,lncRNA,13,111144305,111144733,-,0,0,6,7,1,18,1,1,0,1
ENSG00000285856,Trim34a,lncRNA,13,111148196,111153171,-,35,190,101,307,202,327,45,54,129,74
ENSG00000274614,AI504432,unprocessed_pseudogene,13,111182111,111182692,-,65,81,80,196,66,144,18,14,54,58
ENSG00000277159,Rdh9,lncRNA,13,112602828,112606417,-,54,305,176,598,437,366,50,65,179,81
ENSG00000126216,Socs6,protein_coding,13,112485005,112588205,-,717,1022,923,1452,987,2156,826,889,844,807
ENSG00000057593,Nanos3,protein_coding,13,113105762,113120685,+,99,25,45,24,32,33,35,32,21,26
ENSG00000126218,Cndp1,protein_coding,13,113122788,113149531,+,3,1,0,0,1,10,3,0,0,0
ENSG00000231882,Cnot10,lncRNA,13,113128150,113130051,-,867,1157,1106,1889,1269,2657,1554,1836,839,1139
ENSG00000230371,Col8a2,processed_pseudogene,13,113130416,113132054,+,24,22,9,68,10,189,8,13,8,40
ENSG00000297191,Snx32,lncRNA,13,113137564,113139104,-,87,118,56,160,111,170,45,34,39,46
ENSG00000302668,Cfl1,lncRNA,13,113151796,113153867,+,26398,18000,22215,22946,16718,41798,16293,16467,17658,22118
ENSG00000283828,Pgpep1,lncRNA,13,113149432,113154002,-,988,1065,1115,1672,1518,3226,459,489,895,895
ENSG00000274922,Npm3,lncRNA,13,112686769,112691109,-,1175,553,1075,1201,819,2105,1563,1570,813,1274
ENSG00000306204,R3hdm1,lncRNA,13,112689271,112689600,+,1043,1626,1266,2310,1794,3153,1175,1310,1021,980
ENSG00000068650,Pard6g,protein_coding,13,112689911,112887168,+,491,457,434,759,562,1004,270,346,464,360
ENSG00000232684,Lrguk,lncRNA,13,112745449,112754693,-,10,17,8,18,24,28,5,8,7,3
ENSG00000303208,Cebpg,lncRNA,13,112803273,112837495,-,1347,1827,1743,2723,1875,4754,1218,1436,1475,1748
ENSG00000277545,Pla2g4a,lncRNA,13,112811566,112812158,+,265,735,375,662,395,1568,782,916,400,504
ENSG00000126217,Spock1,protein_coding,13,112894378,113099742,+,1,3,4,4,1,19,4,7,0,4
ENSG00000296609,Cars2,lncRNA,13,112910268,112929821,-,249,378,284,711,438,996,447,489,287,336
ENSG00000289354,Ncoa4,lncRNA,13,112969501,112970216,+,83,1154,399,1327,1154,1945,306,376,567,284
ENSG00000269356,Kcnq3,lncRNA,13,113008778,113009424,+,3,1,1,3,6,9,1,10,3,1
ENSG00000269376,Lrif1,lncRNA,13,113009671,113010319,+,408,299,288,414,400,592,313,319,246,258
ENSG00000267868,Cep70,lncRNA,13,112964835,112966131,-,288,297,322,473,417,771,292,356,304,268
ENSG00000235280,Dennd1b,lncRNA,13,112967484,112968824,-,390,542,441,916,705,1079,339,337,435,348
ENSG00000126226,Lman1l,protein_coding,13,113177536,113208715,-,3,7,1,3,3,16,10,4,1,5
ENSG00000139842,Ms4a4b,protein_coding,13,113208193,113267108,+,22,20,29,52,16,54,4,6,20,21
ENSG00000277942,Gsdmc2,miRNA,13,113262920,113262999,+,305,921,425,997,31,143,3145,3482,135,1240
ENSG00000153531,Synpr,protein_coding,13,113399611,113453488,-,0,0,5,0,9,10,1,1,0,1
ENSG00000185896,Usp39,protein_coding,13,113297088,113323674,+,846,1004,1002,1524,1041,2414,1137,1286,952,985
ENSG00000139835,Sertm1,protein_coding,13,113324163,113364158,-,13,21,16,22,22,50,0,1,15,6
ENSG00000225083,Tyw1,lncRNA,13,113351582,113361868,+,525,732,581,1027,814,1660,564,600,513,558
ENSG00000297625,Tcim,lncRNA,13,113363698,113365471,+,570,481,1307,591,517,2116,781,821,464,768
ENSG00000276434,Usp34,lncRNA,13,113339450,113339958,-,1573,1705,1070,2554,2092,2947,835,1074,1130,737
ENSG00000308682,Actr3b,lncRNA,13,113935712,113948868,+,30,29,6,43,40,135,12,8,24,16
ENSG00000274766,Sftpb,lncRNA,13,113883652,113923512,+,6,0,0,1,6,41,8,10,1,1
ENSG00000293677,Gpr50,lncRNA,13,113883700,113922332,+,0,1,1,4,4,3,3,0,5,0
ENSG00000229373,AI987944,lncRNA,13,113895103,113921317,+,312,223,221,419,318,526,180,214,199,218
ENSG00000260910,Lig1,lncRNA,13,113923052,113928991,-,1470,1763,1416,3159,1725,3883,3145,3840,1265,1639
ENSG00000283199,Gm12500,protein_coding,13,113953705,113974076,-,5,4,6,5,11,6,4,5,1,7
ENSG00000294713,Gm12396,lncRNA,13,113974129,113975252,+,51,32,74,54,37,76,37,43,53,60
ENSG00000184497,Adap1,protein_coding,13,113759194,113816995,+,194,442,290,623,379,958,457,585,280,433
ENSG00000300334,BC043934,lncRNA,13,113815915,113817729,-,27,27,16,26,23,38,13,12,16,23
ENSG00000183087,Slit3,protein_coding,13,113820468,113864123,-,67,186,108,393,83,354,93,108,39,205
ENSG00000272695,Tgoln1,lncRNA,13,113864112,113883253,+,2280,4436,2726,5406,2798,6496,3072,3592,2101,4231
ENSG00000237699,Cyct,lncRNA,13,113877333,113879376,+,1,1,0,0,0,1,5,3,0,1
ENSG00000226921,Hoxaas2,lncRNA,13,113878489,113883651,-,10,22,7,50,40,37,16,41,10,5
ENSG00000233695,Mok,lncRNA,13,113815630,113845744,+,22,34,25,35,35,47,21,12,16,30
ENSG00000185989,Zbtb25,protein_coding,13,113977783,114132775,-,139,153,170,233,188,316,211,223,112,124
ENSG00000304700,5730596B20Rik,lncRNA,13,114061110,114065821,-,20,9,4,28,32,16,16,30,1,13
ENSG00000304656,Med12l,lncRNA,13,114076939,114134664,-,17,42,28,69,58,118,28,38,25,27
ENSG00000232487,Cd248,lncRNA,13,114107569,114108820,-,290,469,228,639,527,1243,127,152,271,330
ENSG00000304746,Chn1,lncRNA,13,114114776,114116627,+,187,171,234,344,369,556,52,68,242,118
ENSG00000304678,Mettl7a2,lncRNA,13,114125287,114133985,-,82,17,70,34,16,267,63,59,85,52
ENSG00000304722,Adgrf5,lncRNA,13,114055490,114058392,-,466,775,526,971,1015,2291,259,299,527,377
ENSG00000150401,Foxk1,protein_coding,13,113455819,113490984,-,717,1905,1222,2887,2150,3274,1130,1613,1137,975
ENSG00000233613,Tmem154,lncRNA,13,113468696,113476137,+,70,84,82,160,58,193,139,119,67,87
ENSG00000202347,Cebpb,snRNA,13,113478915,113479078,-,821,1120,2079,2166,991,2423,654,804,1169,2013
